method,frac_removed,prob,example_idx
ATTN,0.5,0.8323463797569275,94
ATTN,0.0,0.6446791887283325,95
ATTN,0.05,0.7210482358932495,95
ATTN,0.1,0.59779953956604,95
ATTN,0.2,0.6032036542892456,95
ATTN,0.3,0.67508864402771,95
ATTN,0.5,0.2145308256149292,95
ATTN,0.0,0.9582574963569641,96
ATTN,0.05,0.9561561942100525,96
ATTN,0.1,0.9254311919212341,96
ATTN,0.2,0.7103120684623718,96
ATTN,0.3,0.5852372050285339,96
ATTN,0.5,0.8722302317619324,96
ATTN,0.0,0.8954871892929077,97
ATTN,0.05,0.9003758430480957,97
ATTN,0.1,0.8966758847236633,97
ATTN,0.2,0.7589771151542664,97
ATTN,0.3,0.47184115648269653,97
ATTN,0.5,0.8791268467903137,97
ATTN,0.0,0.8097341656684875,98
ATTN,0.05,0.728178083896637,98
ATTN,0.1,0.6769534945487976,98
ATTN,0.2,0.5149991512298584,98
ATTN,0.3,0.31865832209587097,98
ATTN,0.5,0.8493325710296631,98
ATTN,0.0,0.6486188173294067,99
ATTN,0.05,0.8143374919891357,99
ATTN,0.1,0.48918265104293823,99
ATTN,0.2,0.6585925817489624,99
ATTN,0.3,0.20242580771446228,99
ATTN,0.5,0.06820343434810638,99
ATTN,0.0,0.9174439907073975,100
ATTN,0.05,0.9210377931594849,100
ATTN,0.1,0.9294489026069641,100
ATTN,0.2,0.9353272914886475,100
ATTN,0.3,0.9276438355445862,100
ATTN,0.5,0.9354572296142578,100
ATTN,0.0,0.9357924461364746,101
ATTN,0.05,0.9358495473861694,101
ATTN,0.1,0.9303476810455322,101
ATTN,0.2,0.9358164072036743,101
ATTN,0.3,0.9314903616905212,101
ATTN,0.5,0.9419626593589783,101
ATTN,0.0,0.7062097191810608,102
ATTN,0.05,0.7891759872436523,102
ATTN,0.1,0.9019539952278137,102
ATTN,0.2,0.9162037968635559,102
ATTN,0.3,0.93252032995224,102
ATTN,0.5,0.9112196564674377,102
ATTN,0.0,0.8906044960021973,103
ATTN,0.05,0.9110387563705444,103
ATTN,0.1,0.9373177886009216,103
ATTN,0.2,0.9418914914131165,103
ATTN,0.3,0.9539517164230347,103
ATTN,0.5,0.9477691650390625,103
ATTN,0.0,0.546290397644043,104
ATTN,0.05,0.6855227947235107,104
ATTN,0.1,0.16379697620868683,104
ATTN,0.2,0.34333041310310364,104
ATTN,0.3,0.07786538451910019,104
ATTN,0.5,0.05339326336979866,104
ATTN,0.0,0.8667656183242798,105
ATTN,0.05,0.8492072224617004,105
ATTN,0.1,0.877697229385376,105
ATTN,0.2,0.5245789885520935,105
ATTN,0.3,0.5887788534164429,105
ATTN,0.5,0.36589255928993225,105
ATTN,0.0,0.907627284526825,106
ATTN,0.05,0.9225646257400513,106
ATTN,0.1,0.9340747594833374,106
ATTN,0.2,0.9340602159500122,106
ATTN,0.3,0.9274666905403137,106
ATTN,0.5,0.9417133331298828,106
ATTN,0.0,0.9228875041007996,107
ATTN,0.05,0.9172492027282715,107
ATTN,0.1,0.9139063358306885,107
ATTN,0.2,0.6361812949180603,107
ATTN,0.3,0.423820823431015,107
ATTN,0.5,0.20784549415111542,107
ATTN,0.0,0.48438429832458496,108
ATTN,0.05,0.4562194347381592,108
ATTN,0.1,0.7539702653884888,108
ATTN,0.2,0.6559037566184998,108
ATTN,0.3,0.766086995601654,108
ATTN,0.5,0.8047978281974792,108
ATTN,0.0,0.9262725710868835,109
ATTN,0.05,0.9273905158042908,109
ATTN,0.1,0.9232110977172852,109
ATTN,0.2,0.9205501675605774,109
ATTN,0.3,0.910840630531311,109
ATTN,0.5,0.90506911277771,109
ATTN,0.0,0.7710474729537964,110
ATTN,0.05,0.7742408514022827,110
ATTN,0.1,0.6358303427696228,110
ATTN,0.2,0.42063069343566895,110
ATTN,0.3,0.45263367891311646,110
ATTN,0.5,0.5756118297576904,110
ATTN,0.0,0.9218700528144836,111
ATTN,0.05,0.9207484126091003,111
ATTN,0.1,0.9294357895851135,111
ATTN,0.2,0.931367039680481,111
ATTN,0.3,0.9448943138122559,111
ATTN,0.5,0.9423225522041321,111
ATTN,0.0,0.9355179667472839,112
ATTN,0.05,0.9380982518196106,112
ATTN,0.1,0.9372149705886841,112
ATTN,0.2,0.9409531950950623,112
ATTN,0.3,0.9393177032470703,112
ATTN,0.5,0.9431142807006836,112
ATTN,0.0,0.4912298321723938,113
ATTN,0.05,0.5562070608139038,113
ATTN,0.1,0.6030654907226562,113
ATTN,0.2,0.8316632509231567,113
ATTN,0.3,0.8170284032821655,113
ATTN,0.5,0.9020801186561584,113
ATTN,0.0,0.8217771053314209,114
ATTN,0.05,0.8103295564651489,114
ATTN,0.1,0.800270676612854,114
ATTN,0.2,0.7528892159461975,114
ATTN,0.3,0.34128299355506897,114
ATTN,0.5,0.23422405123710632,114
ATTN,0.0,0.7273194789886475,115
ATTN,0.05,0.07787175476551056,115
ATTN,0.1,0.11451112478971481,115
ATTN,0.2,0.04609767347574234,115
ATTN,0.3,0.1019487977027893,115
ATTN,0.5,0.6034597158432007,115
ATTN,0.0,0.9067487120628357,116
